Rozdělení míst pro prodej zboží       a poskyto-vání služeb§ 1,Městská částhlavního města Prahy,Adresa místa§ 1 odst. 1,Počet prodej-ních míst a velikost prostoru (záboru) v m2(min. 2 m2)§ 3odst. 1,Prodejní doba§ 4,Doba provozu§ 4,Druh prodávaného zboží nebo poskytované služby§ 2
TRHY,Praha-  Kunratice,"Golčova č. 1/2, areál Tvrze Kunratice",30120 m2,út,příležitostně1.4.-30.11.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha-  Kunratice,"K Libuši, parc.č. 118, 119 a 363/1, k.ú. Kunratice",20100 m2,,příležitostně,řemeslné trhyobčerstvení (stravovací služby)velikonoční trhyobčerstvení (stravovací služby)dušičkové trhyobčerstvení (stravovací služby)vánoční trhy občerstvení (stravovací služby)
TRHY,Praha - Libuš,"Libušská  u č. 115/400, parc.č. 911/1, k.ú. Písnice",20    2 867 m2,po-ne9.00-20.00,příležitostně,farmářské trhy
TRHY,Praha - Petrovice,"Galvaniho ul. (lokalita kolem polikliniky Ohmova č.p. 271), parkovací záliv, parc. č. 423/109, k.ú. Petrovice",210 m2,po-ne8.00 – 18.00,příležitostně 1.3.-30.4.1.12.-31.12.,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Petrovice,"lokalita před vstupem        do Petrovického hřbitova, parc. č. 537/25                     a parc. č. 537/26, k.ú. Petrovice",590 m2,po-ne8.00 – 18.00,příležitostně1.3.-30.4.1.12.-31.12.,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Petrovice,"Ohmova ul. (lokalita kolem polikliniky Ohmova       č.p. 271), parkovací záliv, parc. č. 423/109, k.ú. Petrovice",260 m2,po-ne8.00 – 18.00,příležitostně1.3.-30.4.1.12.-31.12.,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Petrovice,"Ohmova ul. (lokalita kolem polikliniky Ohmova       č.p. 271), parkovací záliv, pod vstupem do polikliniky parc. č. 423/79, k.ú. Petrovice",770 m2,po-ne8.00 – 18.00,příležitostně1.3.-30.4.1.12.-31.12.,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Petrovice,"Ohmova u č.p. 271, před vchodem do polikliniky, parc.č. 423/110, k.ú. Petrovice",500 m2,čt8.00 – 18.00,celoročně 1.3.-30.4.1.12.-31.12.,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Šeberov,"Šeberov, parc.č. 1449/26, k.ú. Šeberov, zpevněná plocha při komunikaci K Hrnčířům",500 m2,,příležitostně1.4. - 31.10.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Šeberov,"V ladech, pozemek    parc.č. 32/1, k.ú. Šeberov",1040 m2,so6.00-14.00po-ne9.00-22.00po-ne9.00-22.00,příležitostně1.4. - 31.10.21 dní před Velikonoce-mi21 dní před Vánocemi,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Šeberov,"K Šeberovu u č.p. 805, parkoviště",1040 m2,so6.00-14.00po-ne9.00-22.00po-ne9.00-22.00,příležitostně1.4. - 31.10.21 dní před Velikonoce-mi21 dní před Vánocemi,farmářské trhyvelikonoční trhyvánoční trhy
TRHY,Praha - Suchdol,"Brandejsovo nám. – Kamýcká, pozemek parc. č. 1627/6,k. ú. Suchdol",25200 m2,7.00-20.00,příležitostně,"farmářské trhyobčerstvení (stravovací služby),nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.   velikonoční trhydušičkové  trhyvánoční trhytrhy se sortimentem řemeslné výrobky, ovčí kůže, vlna a výrobky z nich, drobná kožená galanterie (v části plochy)"
TRHY,Praha - Suchdol,"Brandejsovo nám. – Kamýcká – Internacionální, pozemek parc.č. 2375, k.ú. Suchdol",25200 m2,7.00-20.00,příležitostně,"farmářské trhyobčerstvení (stravovací služby),nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.   velikonoční trhydušičkové trhyvánoční trhytrhy se sortimentem řemeslné výrobky, ovčí kůže, vlna a výrobky z nich, drobná kožená galanterie (v části plochy)"
TRHY,Praha - Troja,"Na Kazance, pozemek parc. č. 399/12, k. ú. Troja",302 100 m2,"so, ne8.00-19.00",příležitostně,farmářské trhy
TRHY,Praha - Troja,"Povltavská, pod spodní zdí Trojského zámku",1060 m2,,příležitostně15.3. -31.10.,"hračky, upomínkové předměty, balónky, cukrovinky, občerstvení (stravovací služby)"
TRHY,Praha - Vinoř,"Telčická, v ohybu mezi zdravotním střediskem       a parkovištěm u NORMY",1260 m2,po,příležitostně,farmářské trhyobčerstvení (stravovací služby)
TRHY,Praha - Zbraslav,"Městská zahrada,parc. č. 142 a 140, k.ú. Zbraslav",15150 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"Sluneční město -  mezi ulicemi Jaromíra Vejvody, Pirnerova, u Včely, parc. č. 2909/1, k.ú. Zbraslav",20200 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"Sluneční park – mezi ulicemi Jaromíra Vejvody, Pirnerova, Paškova,  parc.č. 2909/210, k.ú. Zbraslav",550 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"U Malé řeky, parc. č. 123/1, k.ú. Zbraslav",25250 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikaobčerstvení (stravovací služby), velikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"U Malé řeky před č.p. 3, parc.č. 128, k.ú. Zbraslav",580 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"U Malé řeky před č.p. 3, parc. č. 33/1, k. ú. Zbraslav",660 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"U Malé řeky před č.p. 3, parc. č. 33/2, k. ú. Zbraslav",440 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"Zbraslavské nám.,parc. č. 39, k. ú. Zbraslav",1136 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zbraslav,"Zbraslavské nám.,parc. č. 34, k. ú. Zbraslav",20600 m2,po-ne,příležitostně1.3.-31.12.,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRHY,Praha - Zličín,"parkoviště u OC Metropole, Řevnická 121/1, parc.č. 317/102, k.ú. Třebonice",30800 m2,9.00-16.00,celoročně,"farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramikavelikonoční trhydušičkové trhyvánoční trhy občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,Petřínské sady,1,,celoročně,"zmrzlina, nealkoholické nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,Petřínské sady,1,po-ne9.00 - 22.00,příležitostně1.4. – 31.10.,"káva, cukrovinky"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,Petřínské sady – Růžový sad,1,,celoročně,"káva, balená voda, čaj, zmrzlina, zákusky"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,Petřínské sady – Růžový sad,1,po-ne7.00-21.00,příležitostně1.4. – 31.12.,"káva, nealkoholické nápoje, zmrzlina, sušenky, zákusky"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,Petřín - stanoviště u Petřínské rozhledny,1,,celoročně,"zmrzlina, nealkoholické nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 1,"Petřín – dolní část u st. lanové dráhy, parc.č. 908/1, parc.č. 905, k.ú. Malá Strana",2,,příležitostně 15.4. -15.10.,"točená kofola, točená malinovka"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Havlíčkovy sady – parkové cesty se zastávkou u dětských hřišť a v jižní části u Grébeho vily,1,po-ne10.00-21.00,příležitostně1.3.-30.11.,"zmrzlina, občerstvení, balené potraviny, sušenky, chlazené nealkoholické nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Karlovo nám. – parkové cesty (trojkolka),1,"po,pá,so,ne9.00-20.00",příležitostně,"káva, balené nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,nám. Míru u vchodu do metra a parkové cesty (pojízdná kavárna),1,7.00-22.00,příležitostně1.4.-30.11.,"káva, dezerty ke kávě, nealkoholické nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Riegrovy sady – parkové cesty,1,8.00-20.00,příležitostně 1.3.-31.10.,květiny
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Parukářka,1,po-ne8.00 - 20.00,celoročně,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,"Riegrovy sady- hlavní cesty parku především oblast před dětským hřištěm, vyhlídkou na Pražský hrad a hlavní cesty podél zahradní restaurace (trojkolka)",1,8.00-21.00,příležitostně1.5. – 30.9.,"káva, zmrzlina, nealkoholické nápoje, pečivo"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Riegrovy sady – střední a jihovýchodní část,1,7.00 -19.00,celoročně,"občerstvení (stravovací služby) -  káva, čokoláda, čaj"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 2,Zítkovy sady - parkové cesty (trojkolka),1,6.30-22.00,příležitostně1.3.-31.10,káva
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 4,cyklistická a turistická cesta vedoucí od Barrandovského mostu podél řeky směrem na Zbraslav,4,10.00-22.00,příležitostně1.4. - 31.10.,nealkoholické balené nápoje
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 4,"Vyskočilova, Budějovická, Na Pankráci, Podolská, Podolské nábřeží, Modřanská, U kempinku, Antala Staška, Michelská, Thomayerova",2,10.00- 22.00,celoročně,"občerstvení (stravovací služby) - káva, čaj, čokoláda, nealkoholické nápoje, balená káva"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 6,"Dejvická, oblast v okolí stanice metra Hradčanská – Dejvická, při napojení na Vítězné nám. – Technická, v okolí Národní technické knihovny",1,8.00-20.00,příležitostně 1.3.-31.10.,květiny
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,cyklistická a turistická stezka podél Vltavy od mostu Barikádníků k přívozu v Podhoří,4,10.00-22.00,příležitostně1.4. - 31.10.,"nealkoholické balené nápoje, nealkoholické fresh džusy"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Letenská pláň,2,,celoročně,"v rozsahu § 2 odst. 1 písm. a), mimo občerstvení (stravovací služby)"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Letenské sady,2,,celoročně,"v rozsahu  § 2 odst. 1 písm. a), mimo občerstvení (stravovací služby)"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Letenské sady – stezky vedoucí Letenskými sady - mezi ulicemi Kamenická a Badeniho,1,,příležitostně1.5. – 30.11.,"občerstvení (stravovací služby) – káva, vafle, nealkoholické balené nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,"Letenské sady – od nábř. Edvarda Beneše, ohraničeno ulicemi ulice Pod Bruskou, dále ohraničeno ulicí Na Špejcharu, Milady Horákové, Nad Štolou, Kostelní a Františka Křížka",1,po-ne,příležitostně1.4. – 30.9.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,"Letenské sady – Kyvadlo, cyklostezka vedoucí přes Letenské sady – Kyvadlo",1,po-ne,příležitostně1.6.-31.8.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Stromovka – Královská obora,2,,celoročně,"v rozsahu § 2 odst. 1 písm. a), mimo občerstvení (stravovací služby)"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Stromovka – Královská obora,3,10.00-22.00,příležitostně1.4. - 31.10.,nealkoholické balené nápoje
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,Stromovka – Královská obora,1,po-ne11.00-21.00,příležitostně1.4. - 31.10.,"balená zmrzlina, balené cukrovinky, nealkoholické balené nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,"Stromovka – Královská obora – ohraničeno ulicemi Gerstnerova, U Akademie, Nad Královskou oborou, Wolkerova, Krupkovo nám., Goetheho, Za Císařským mlýnem, Za elektrárnou, U výstaviště",1,po-ne,příležitostně1.4. – 30.9.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,"Stromovka – cyklostezka vedoucí parkem Stromovka, Praha 7",1,,příležitostně1.5. – 30.11.,"občerstvení (stravovací služby) – káva, vafle, nealkoholické balené nápoje"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 7,"Stromovka park – cyklostezka vedoucí parkem Stromovka, Praha 7",1,po-ne,příležitostně1.6.-31.8.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 9,Českomoravská ul.,1,po-ne,příležitostně1.4. – 30.9.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 9,"Park Přátelství, mezi ulicemi Vysočanská - Jablonecká - Lovosická - Prosecká",2,,celoročně,"v rozsahu § 2 odst. 1 písm. a), mimo občerstvení (stravovací služby)"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 12,cyklistická a turistická stezka podél Vltavy          od Barrandovského mostu směrem na Zbraslav,6,po-ne8.00-20.00,celoročně,"nealkoholické nápoje, zmrzlina, balená zmrzlina, občerstvení"
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 13,Centrální park,1,,příležitostně1.6.-31.8.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 15,vodní nádrž Hostivař – K jezeru – U břehu,1,po-ne8.00 - 20.00,celoročně,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 15,vodní nádrž Hostivař – K jezeru – U břehu a okolí,1,po-ne,příležitostně1.4. – 30.9.,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha 18,Beranových – Tupolevova - Hůlkova,1,po-ne8.00 - 20.00,celoročně,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha - Kunratice,U Kunratického lesa – Dunovická – Ekonomická – Chemická - Technologická,1,po-ne8.00 - 20.00,celoročně,balená zmrzlina
TRASY PRO POJÍZDNÝ PRODEJ ZBOŽÍ,Praha - Suchdol,K transformátoru – K Horoměřicům – Internacionální – Brandejsovo nám. – U kruhovky – Sídlištní – Suchdolské nám. - Suchdolská,1,po-ne8.00 - 20.00,celoročně,balená zmrzlina
